,subset
10514,train
10519,train
10525,train
10526,train
10528,train
10532,train
10533,train
10535,train
10536,test
10537,train
10539,val
10544,train
10545,test
10549,train
10550,val
10551,train
10554,train
10555,train
10558,train
10561,train
10566,test
10568,test
10574,test
10575,val
10577,train
10578,train
10579,train
10581,train
10582,test
10583,train
10585,val
10586,train
10587,val
10589,val
10591,val
10592,train
10593,test
10594,train
10599,train
10603,val
10607,test
10608,train
10614,train
10616,train
10618,train
10620,train
10622,train
10623,train
10624,test
10625,val
10626,val
10627,test
10628,train
10629,test
10631,train
10632,train
10633,train
10635,train
10636,test
10637,train
10638,test
10641,val
10642,train
10643,test
10647,test
10653,val
10656,train
10657,val
10658,train
10661,test
10663,val
10664,train
10665,val
10666,train
10668,train
10670,train
10671,train
10673,train
10674,train
10675,train
10677,test
10678,test
10682,train
10683,test
10684,train
10686,test
10687,test
10688,test
10689,test
10690,train
10693,train
10694,train
10696,train
10697,train
10698,val
10699,train
10700,train
10701,train
10702,train
10704,train
10712,test
10714,train
10716,train
10717,val
10720,train
10721,test
10722,test
10723,train
10725,train
10726,train
10728,test
10732,train
10733,train
10737,train
10738,train
10739,val
10741,train
10742,train
10743,train
10746,test
10747,test
10748,train
10749,train
10750,test
10751,test
10752,train
10754,train
10755,val
10756,train
10757,train
10758,train
10759,train
10761,train
10762,test
10763,train
10764,test
10765,train
10767,train
10768,train
10769,train
10770,train
10771,train
10773,train
10774,train
10775,train
10776,train
10777,test
10778,train
10779,val
10780,train
10781,train
10782,test
10785,train
10786,train
10787,train
10788,test
10790,train
10792,train
10793,train
10796,train
10797,train
10798,val
10799,train
10800,train
10801,train
10802,train
10803,train
10805,train
10806,train
10808,train
10809,test
10811,train
10812,val
10813,test
10815,train
10816,train
10818,val
10819,test
10820,test
10823,train
10824,train
10826,train
10827,train
10828,test
10829,train
10830,train
10831,val
10832,test
10833,train
10834,train
10835,train
10836,test
10837,train
10838,test
10839,train
10840,test
10841,train
10842,train
10843,train
10844,train
10846,val
10847,train
10849,val
10850,train
10851,train
10853,train
10854,train
10855,train
10856,train
10857,test
10860,train
10861,test
10864,train
10867,train
10868,train
10869,train
10871,val
10872,train
10874,test
10876,val
10877,train
10878,train
10880,train
10882,train
10883,train
10887,test
10888,train
10890,train
10893,train
10894,test
10895,train
10897,val
10899,train
10900,train
10902,train
10903,test
10905,test
10910,val
10911,val
10912,train
10916,test
10917,test
10918,train
10920,train
10921,train
10923,train
10930,test
10931,train
10933,train
10935,val
10936,test
10937,val
10938,val
10940,train
10941,train
10942,test
10944,train
10945,train
10946,train
10949,train
10951,train
10953,test
10954,train
10956,test
10957,train
10958,train
10959,val
10962,val
10963,test
10965,train
10967,test
10969,val
10970,test
10971,test
10976,train
10979,train
10980,train
10982,train
10984,train
10985,train
10987,train
10988,val
10990,train
10991,train
10992,train
10994,train
10995,test
10996,val
10997,train
10998,train
11001,val
11002,train
11003,train
11009,train
11013,train
11015,train
11018,test
11023,val
11024,train
11025,train
11026,train
11028,test
11032,test
11034,test
11035,train
11036,test
11038,train
11039,train
11040,train
11042,train
11043,train
11045,val
11046,test
11048,train
11055,train
11056,val
11057,train
11058,test
11059,train
11060,train
11061,test
11065,val
11066,test
11067,val
11068,train
11069,val
11074,train
11075,train
11077,train
11078,val
11079,train
11082,test
11083,train
11084,train
11086,train
11087,train
11088,test
11089,train
11092,train
11094,train
11097,train
11098,train
11102,train
11105,train
11107,train
11108,train
11110,train
11111,train
11112,train
11114,train
11115,test
11116,val
11117,test
11118,train
11119,train
11124,train
11125,val
11126,val
11128,train
11130,train
11131,test
11136,train
11138,test
11140,train
11141,train
11143,val
11144,train
11145,train
11146,train
11147,train
11149,train
11151,train
11154,val
11155,train
11157,train
11158,train
11159,train
11160,train
11161,train
11162,train
11163,train
11164,train
11165,test
11166,test
11167,train
11168,train
11169,test
11170,train
11171,train
11172,test
11173,train
11174,train
11175,train
11176,test
11177,train
11178,test
11180,test
11182,train
11186,train
11187,train
11189,test
11191,test
11192,val
11193,train
11194,train
11195,val
11196,train
11198,test
11201,train
11202,train
11203,test
11204,train
11205,test
11206,val
11207,train
11210,test
11211,train
11212,val
11213,train
11214,train
11215,test
11216,test
11217,val
11218,train
11219,train
11220,train
11221,train
11222,test
11223,val
11224,test
11225,train
11226,train
11227,val
11228,train
11229,test
11230,train
11231,train
11232,train
11233,val
11234,train
11235,test
11236,train
11237,train
11238,train
11239,train
11240,train
11242,train
11243,test
11244,test
11245,train
11246,train
11247,train
11248,train
11249,test
11250,train
11251,train
11252,train
11253,train
11254,train
11255,train
11256,train
11257,val
11258,train
11259,train
11260,train
11261,train
11262,train
11263,test
11264,train
11265,train
11266,test
11267,train
11268,test
11269,test
11270,train
11271,val
11272,train
11273,test
11274,val
11275,train
11276,test
11277,train
11278,train
11279,train
11281,train
11282,train
11283,train
11284,val
11285,train
11286,train
11287,train
11288,train
11289,val
11290,test
11291,test
11292,test
11293,test
11294,train
11295,train
11296,train
11297,train
11298,train
11299,train
11300,val
11301,train
11302,train
11303,test
11304,train
11305,train
11306,test
11307,train
11308,train
11309,train
11310,train
11311,train
11312,train
11313,train
11314,train
11315,train
11316,train
11317,val
11318,train
11319,train
11320,train
11321,val
11322,val
11323,train
11324,test
11325,train
11326,train
11327,train
11328,train
11329,train
11330,train
11331,val
11332,test
11333,train
11334,train
11335,train
11336,test
11337,train
11338,train
11339,train
11340,train
11341,train
11342,train
11343,train
11344,test
11345,train
11346,train
11347,train
11348,train
11349,train
11350,train
11351,train
11352,val
11353,train
11354,train
11357,train
11359,test
11361,train
11363,train
11365,train
11366,train
11367,train
11368,val
11370,train
11371,train
11372,val
11373,train
11374,train
11375,train
11376,train
11377,train
11378,val
11380,train
11381,test
11382,train
11384,train
11385,val
11386,test
11387,train
11388,train
11389,train
11390,val
11391,train
11392,train
11393,train
11396,train
11397,train
11399,train
11401,train
11402,test
11403,val
11404,train
11405,train
11406,val
11407,train
11408,test
11409,train
11410,test
11412,train
11413,train
11414,train
11415,train
11416,train
11417,test
11418,val
11419,test
11420,train
11421,train
11424,train
11425,train
11426,train
11428,train
11430,train
11432,train
11437,train
11441,train
11443,train
11444,train
11446,test
11447,train
11448,test
11449,train
11450,train
11452,test
11455,test
11456,train
11458,train
11459,train
11461,val
11462,train
11465,train
11469,train
11470,test
11471,train
11472,train
11473,val
11474,test
11476,train
11478,train
11479,test
11480,train
11481,train
11485,val
11489,val
11493,test
11495,test
11497,train
11499,train
11500,test
11503,test
11505,val
11509,val
11511,train
11513,train
11514,test
11516,train
11519,val
11521,train
11522,test
11524,train
11526,train
11527,train
11530,train
11531,test
11532,train
11538,train
11539,test
11541,train
11542,train
11543,train
11548,test
11552,train
11553,test
11555,train
11558,train
11559,train
11560,train
11561,train
11563,test
11566,train
11567,train
11571,test
11573,val
11574,train
11580,train
11582,train
11586,train
11587,train
11590,train
11592,train
11594,test
11596,test
11599,test
11601,train
11602,test
11604,test
11607,test
11608,train
11609,val
11612,train
11613,train
11614,train
11615,train
11619,train
11620,val
11621,train
11622,train
11623,train
11625,train
11627,train
11628,train
11630,train
11631,train
11632,test
11633,test
11635,val
11637,train
11640,train
11643,train
11644,test
11650,train
11653,train
11655,train
11656,train
11657,train
11660,test
11662,train
11664,train
11666,train
11668,val
11671,train
11672,train
11676,train
11677,train
11681,test
11682,train
11687,val
11691,train
11693,val
11696,train
11697,train
11698,train
11700,train
11704,test
11706,train
11707,train
11709,test
11712,train
11719,val
11727,val
11731,val
11734,test
11737,train
11739,train
11745,val
11747,train
11753,test
11754,train
11756,train
11757,val
11760,train
11761,test
11762,train
11767,train
11771,train
11773,test
11774,test
11775,train
11777,train
11778,train
11780,train
11781,train
11782,train
11798,test
11799,train
11800,train
11801,train
11805,train
11809,val
11810,train
11811,train
11812,test
11814,train
11817,train
11820,train
11828,test
11831,train
11832,test
11836,train
11837,train
11838,train
11839,train
11840,train
11844,train
11846,train
11847,train
11848,test
11849,train
11850,train
11852,train
11854,val
11856,train
11858,train
11861,train
11862,val
11863,val
11865,train
11867,test
11869,train
11870,train
11872,train
11873,train
11875,train
11876,test
11880,train
11882,train
11883,train
11887,test
11888,train
11889,train
11890,train
11891,val
11894,test
11897,train
11900,train
11901,train
11903,train
11905,test
11907,train
11908,train
11909,train
11910,train
11914,val
11915,train
11921,train
11923,val
11930,val
11931,val
11933,val
11934,test
11946,train
11951,train
11955,test
11957,train
11962,test
11964,test
11967,train
11968,train
11972,test
11974,test
11980,train
11982,train
11984,train
11986,train
11987,train
11988,train
11990,train
11991,train
11995,train
11997,train
12006,train
12014,train
12015,train
12017,train
12024,test
12026,train
12027,test
12029,train
12033,train
12035,train
12038,test
12039,train
12040,val
12041,train
12047,train
12052,train
12053,train
12059,train
12061,train
12065,train
12066,train
12068,train
12073,train
12076,test
12078,train
12080,test
12095,train
12100,train
12102,train
12104,val
12105,train
12107,train
12110,val
12111,val
12114,train
12118,train
12119,train
12120,train
12124,test
12127,train
12130,val
12132,train
12134,val
12138,val
12140,train
12141,val
12145,train
12150,train
12157,train
12158,train
12161,test
12162,test
12172,train
12173,test
12174,train
12184,train
12195,train
12196,train
12200,test
12201,train
12202,test
12205,train
12206,train
12207,train
12213,train
12215,train
12216,train
12219,train
12222,train
12223,train
12224,train
12226,val
12227,train
12228,val
12229,train
12230,train
12231,train
12233,train
12235,val
12237,train
12238,train
12240,train
12246,val
12249,train
12251,test
12252,test
12253,test
12256,val
12257,test
12258,train
12259,test
12260,val
12262,train
12263,test
12264,train
12267,train
12268,train
12269,val
12271,train
12272,train
12273,val
12274,train
12275,test
12278,train
12279,train
12280,val
12281,train
12282,test
12283,train
12284,train
12285,train
12286,train
12287,val
12288,test
12289,train
12291,train
12292,train
12293,test
12294,train
12295,train
12296,val
12297,train
12298,train
12299,train
12300,train
12301,train
12302,val
12303,train
12305,train
12306,val
12307,val
12308,test
12309,train
12310,train
12311,train
12312,train
12313,train
12314,train
12315,train
12316,val
12317,val
12318,train
12319,test
12321,train
12322,train
12324,train
12325,val
12331,train
12332,train
12333,train
12335,train
12336,train
12341,test
12342,train
12343,train
12345,test
12349,test
12350,train
12351,train
12352,train
12354,train
12355,train
12360,test
12362,train
12366,train
12367,train
12375,train
12377,train
12378,train
12380,train
12383,train
12384,train
12385,train
12389,train
12390,test
12391,train
12393,test
12394,train
12398,train
12401,train
12409,train
12412,test
12414,train
12415,train
12416,train
12419,test
12420,train
12421,val
12422,train
12423,train
12426,train
12429,train
12434,train
12435,test
12436,train
12437,test
12438,train
12439,train
12444,train
12451,train
12456,train
12457,train
12459,train
12460,test
12462,train
12463,test
12464,train
12467,train
12468,train
12469,test
12470,val
12471,train
12473,train
12474,train
12475,train
12476,train
12477,test
12478,train
12479,train
12480,test
12481,train
12482,test
12483,test
12484,train
12485,test
12486,train
12487,train
12488,train
12489,train
12490,train
12491,test
12492,train
12493,train
12494,train
12495,train
12496,train
12497,train
12498,test
12499,val
12500,train
12501,test
12502,val
12503,train
12504,train
12505,train
12506,train
12507,train
12508,train
12509,test
12510,train
12511,train
12512,test
12513,train
12514,train
12515,train
12516,test
12517,test
12518,train
12519,train
12520,train
12521,train
12522,val
12523,train
12524,test
12525,train
12526,train
12528,val
12533,train
12534,train
12535,test
12536,val
12537,train
12538,train
12539,train
12540,train
12543,train
12546,train
12547,train
12548,train
12549,train
12550,test
12552,test
12554,train
12557,train
12558,test
12559,train
12560,train
12561,test
12562,train
12563,test
12564,test
12566,train
12567,test
12568,test
12569,train
12570,train
12572,train
12573,test
12575,train
12576,train
12584,train
12585,train
12586,test
12588,test
12589,train
12590,test
12591,train
12592,test
12593,train
12594,train
12595,train
12596,train
12597,train
12598,test
12599,train
12600,train
12601,train
12602,test
12603,train
12604,test
12606,train
12608,val
12609,test
12610,val
12611,val
12612,train
12613,train
12614,test
12615,test
12617,train
12618,train
12619,train
12620,test
12621,train
12622,test
12623,train
12624,val
12625,train
12626,val
12627,test
12628,train
12629,train
12630,test
12631,val
12632,train
12633,train
12634,train
12635,train
12636,train
12637,train
12638,test
12639,train
12640,train
12641,train
12642,train
12643,train
12644,train
12645,train
12646,val
12647,train
12648,train
12649,train
12650,test
12651,test
12652,train
12654,train
12655,train
12656,train
12657,test
12658,test
12660,val
12661,train
12663,train
12664,train
12665,train
12666,train
12667,train
12671,val
12672,train
12673,test
12675,test
12676,train
12678,train
12679,train
12680,test
12681,test
12682,train
12683,train
12684,train
12685,train
12686,test
12687,train
12688,train
12689,train
12690,train
12692,val
12693,train
12694,train
12697,train
12698,test
12699,train
12709,train
12710,val
12711,train
12713,test
12717,train
12718,train
12719,train
12722,train
12723,test
12732,train
12733,val
12734,test
12735,train
12737,train
12738,train
12740,test
12741,train
12742,test
12743,train
12744,val
12750,train
12753,test
12754,train
12756,test
12758,train
12760,train
12761,test
12763,train
12764,train
12765,val
12766,test
12767,train
12768,train
12769,train
12770,val
12771,train
12772,train
12773,test
12774,train
12775,test
12776,train
12777,train
12778,train
12780,train
12783,train
12784,train
12786,train
12788,train
12789,val
12793,train
12795,val
12796,train
12797,test
12798,train
12799,train
12800,train
12801,train
12802,train
12803,train
12804,test
12805,train
12807,train
12808,train
12813,val
12815,train
12817,train
12819,test
12820,train
12821,train
12822,train
12824,val
12825,train
12826,train
12827,train
12828,train
12829,train
12830,train
12831,test
12832,train
12833,test
12834,train
12835,train
12836,test
12837,test
12838,test
12839,train
12840,train
12841,train
12842,test
12843,train
12844,train
12845,train
12846,train
12847,train
12848,train
12852,train
12858,train
12859,train
12860,train
12861,train
12863,train
12864,val
12866,train
12867,val
12870,train
12871,train
12873,train
12874,val
12875,test
12876,val
12879,test
12880,train
12885,train
12893,test
12894,test
12895,val
12896,train
12897,train
12898,test
12899,train
12900,test
12901,test
12902,train
12903,train
12904,test
12905,val
12911,train
12912,train
12913,train
12914,train
12915,test
12916,train
12917,train
12918,train
12919,val
12920,test
12923,test
12924,test
12925,test
12929,train
12931,train
12936,train
12937,test
12938,train
12946,test
12950,train
12952,train
12953,train
12954,test
12955,train
12956,val
12957,train
12958,val
12959,train
12960,train
12962,train
12963,test
12964,test
12965,train
12980,train
12982,train
12983,train
12986,train
12987,train
12989,train
12990,test
12991,test
12993,test
12994,train
12995,train
12996,train
12997,train
12998,train
12999,test
13000,test
13001,train
13002,val
13003,val
13004,test
13005,train
13006,train
13007,train
13008,test
13009,train
13010,train
13012,val
13013,test
13014,train
13015,train
13016,val
13017,train
13018,val
13019,test
13020,train
13021,test
13022,train
13023,train
13024,train
13027,train
13030,test
13031,train
13033,train
13036,train
13037,test
13047,train
13048,val
13049,test
13050,train
13051,train
13052,train
13058,train
13060,train
13064,train
13069,test
13070,train
13071,train
13074,train
13084,train
13085,train
13089,train
13090,val
13094,train
13103,train
13104,train
13116,test
13117,val
13118,train
13121,test
13124,train
13125,train
13129,train
13130,val
13131,train
13132,test
13133,train
13134,val
13136,train
13137,train
13138,train
13140,train
13141,train
13142,test
13143,test
13144,train
13145,train
13146,test
13147,val
13150,test
13151,train
13152,train
13153,train
13155,train
13156,train
13157,train
13158,train
13159,test
13163,train
13164,test
13165,train
13166,train
13168,train
13174,test
13175,train
13177,train
13179,train
13180,train
13181,train
13182,train
13183,train
13184,train
13185,train
13186,train
13187,test
13188,train
13190,train
13191,train
13192,test
13193,val
13194,test
13195,train
13196,val
13197,train
13198,test
13199,test
13200,val
13201,train
13202,train
13203,train
13204,train
13205,train
13206,train
13207,train
13208,val
13209,train
13210,train
13212,train
13216,train
13217,train
13218,train
13219,train
13221,val
13222,train
13223,test
13224,train
13225,train
13227,train
13228,train
13229,val
13230,test
13231,train
13232,train
13233,train
13234,train
13236,train
13241,val
13242,train
13243,train
13246,train
13247,train
13248,test
13250,train
13255,train
13257,train
13258,test
13259,train
13261,train
13263,test
13264,test
13267,train
13268,test
13269,train
13272,train
13273,test
13274,test
13275,train
13276,train
13278,test
13279,val
13280,train
13281,train
13283,train
13284,test
13286,train
13290,train
13291,train
13292,train
13293,train
13294,test
13298,val
13301,train
13304,test
13307,train
13308,val
13309,test
13310,train
13312,train
13314,train
13315,train
13316,train
13317,train
13319,train
13320,train
13321,train
13323,test
13324,val
13325,test
13328,train
13329,train
13331,train
13334,train
13342,train
13345,train
13346,train
13350,test
13351,train
13352,train
13353,val
13354,test
13355,val
13356,test
13358,train
13359,test
13360,train
13361,train
13362,train
13367,val
13368,train
13369,train
13370,val
13371,train
13376,train
13377,train
13378,train
13380,train
13381,train
13383,train
13384,val
13385,train
13386,train
13387,train
13388,train
13389,test
13391,train
13392,val
13393,train
13395,test
13396,train
13397,test
13398,train
13399,train
13405,train
13406,train
13408,test
13409,train
13411,test
13412,train
13413,test
13414,train
13415,test
13416,train
13419,train
13420,train
13421,train
13423,train
13429,test
13430,test
13431,train
13435,test
13437,train
13438,train
13439,test
13442,train
13443,train
13445,test
13447,train
13448,val
13449,test
13450,train
13452,train
13453,val
13457,val
13458,train
13459,train
13460,train
13461,train
13462,train
13463,train
13464,train
13465,train
13466,test
13467,train
13468,train
13469,train
13470,train
13471,train
13472,train
13473,train
13474,test
13475,train
13476,train
13477,val
13478,test
13480,train
13481,train
13482,val
13483,test
13484,train
13485,train
13486,train
13487,train
13488,train
13489,train
13491,train
13492,train
13493,val
13494,train
13496,train
13497,train
13498,val
13499,test
13500,train
13501,train
13502,train
13503,val
13504,train
13505,val
13506,train
13507,val
13508,train
13509,train
13510,train
13511,test
13512,train
13513,val
13514,train
13515,test
13516,test
13517,train
13519,train
13520,train
13521,train
13522,train
13523,train
13524,train
13526,train
13527,train
13528,train
13529,train
13530,test
13531,val
13532,train
13533,val
13534,train
13535,val
13536,train
13537,train
13538,test
13539,train
13540,train
13541,test
13542,train
13543,test
13544,train
13545,test
13547,train
13548,train
13549,train
13550,train
13552,train
13553,train
13554,train
13555,train
13556,test
13557,train
13558,test
13559,train
13561,val
13562,train
13563,test
13564,train
13566,train
13567,train
13568,train
13569,train
13570,val
13571,train
13572,train
13573,train
13574,train
13575,train
13576,val
13577,train
13578,val
13579,train
13580,train
13581,train
13583,val
13584,test
13586,test
13587,train
13588,train
13589,train
13590,test
13591,train
13592,train
13593,train
13594,val
13595,train
13596,train
13597,test
13598,train
13599,train
13600,train
13601,train
13602,train
13603,val
13604,train
13605,test
13606,train
13607,train
13608,train
13609,train
13610,train
13611,train
13612,train
13613,train
13614,train
13615,test
13616,train
13617,train
13618,test
13619,val
13620,train
13621,val
13622,train
13623,test
13624,test
13625,train
13626,train
13627,train
13629,test
13630,train
13631,train
13632,train
13634,train
13635,train
13636,train
13637,train
13638,train
13639,train
13640,train
13641,train
13642,train
13644,train
13645,test
13646,train
13647,train
13648,test
13650,train
13651,train
13652,val
13653,train
13654,train
13655,test
13656,train
13657,train
13658,train
13659,val
13660,train
13661,train
13662,val
13663,train
13664,train
13665,test
13666,test
13667,train
13670,train
13671,train
13672,train
13673,train
13674,train
13675,train
13676,train
13677,train
13678,train
13679,train
13680,train
13681,test
13683,val
13684,test
13685,train
13686,train
13687,train
13688,train
13689,train
13690,train
13691,train
13692,train
13693,train
13694,val
13695,train
13696,test
13697,train
13699,train
13700,train
13702,train
13703,test
13704,train
13705,train
13707,train
13708,train
13709,train
13710,test
13711,val
13712,train
13713,train
13714,val
13715,test
13716,train
13717,train
13718,train
13719,val
13720,train
13721,train
13722,train
13723,val
13724,train
13725,train
13726,train
13727,test
13728,test
13729,train
13730,test
13731,test
13732,train
13734,test
13736,val
13737,val
13738,train
13741,val
13742,train
13743,val
13744,train
13745,val
13746,test
13747,train
13749,train
13750,val
13752,test
13753,train
13754,train
13755,train
13756,train
13757,train
13758,train
13759,test
13760,train
13761,train
13765,train
13766,train
13767,train
13768,train
13769,train
13770,val
13771,val
13772,train
13773,train
13774,test
13775,train
13776,train
13777,train
13778,test
13780,train
13781,train
13782,train
13783,test
13784,test
13785,train
13786,test
13787,train
13789,train
13790,train
13791,train
13792,train
13793,train
13794,train
13795,train
13796,train
13797,train
13798,train
13799,train
13800,test
13801,train
13802,train
13803,train
13804,val
13805,test
13806,val
13807,train
13808,train
13809,train
13810,test
13811,train
13813,train
13814,train
13815,test
13816,train
13817,train
13818,test
13819,train
13820,val
13821,val
13822,test
13823,train
13824,train
13825,train
13826,train
13827,train
13828,val
13829,test
13830,val
13833,train
13834,train
13835,train
13837,test
13838,train
13839,train
13841,val
13842,train
13845,train
13846,train
13847,train
13848,train
13849,train
13850,test
13851,test
13852,train
13853,val
13854,train
13855,val
13857,test
13858,test
13859,train
13862,train
13863,test
13865,train
13866,train
13867,train
13868,train
13869,train
13870,train
13871,train
13872,val
13875,train
13876,train
13877,train
13878,train
13879,train
13880,train
13882,train
13884,train
13886,test
13888,test
13889,train
13890,test
13891,train
13892,train
13896,train
13898,train
13901,train
13903,test
13904,val
13905,train
13906,test
13907,test
13908,train
13909,train
13910,train
13912,train
13913,train
13917,val
13918,val
13920,train
13921,train
13922,val
13924,train
13925,train
13926,train
13927,train
13928,train
13929,train
13930,train
13931,test
13932,train
13933,train
13935,test
13938,train
13940,val
13941,train
13942,train
13943,test
13944,train
13945,val
13947,train
13948,train
13950,val
13953,train
13958,train
13960,train
13962,test
13966,test
13968,train
13969,train
13971,val
13975,train
13976,train
13978,test
13979,train
13980,train
13981,train
13982,test
13984,train
13987,train
13989,val
13990,train
13991,train
13993,test
13994,train
13995,val
13996,train
13999,train
14000,train
14002,train
14003,train
14005,train
14010,test
14014,train
14015,train
14016,train
14017,test
14018,test
14019,val
14023,train
14025,train
14029,val
14030,train
14031,train
14033,train
14034,val
14035,train
14038,train
14039,train
14043,train
14045,train
14048,train
14051,train
14053,train
14055,train
14058,train
14060,train
14068,test
14069,val
14070,train
14073,train
14088,test
14091,train
14093,train
14096,train
14097,train
14098,train
14099,train
14101,train
14103,val
14104,test
14106,train
14108,val
14110,train
14112,train
14113,train
14116,test
14117,train
14118,train
14121,train
14125,test
14126,test
14127,test
14131,train
14133,test
14134,train
14136,train
14139,train
14141,train
14147,test
14148,test
14149,train
14150,train
14155,train
14156,train
14157,train
14158,val
14159,train
14162,test
14164,train
14165,train
14167,test
14169,train
14171,train
14172,train
14173,train
14176,train
14177,train
14180,test
14181,train
14183,train
14184,test
14185,val
14188,train
14191,train
14192,test
14193,train
14194,train
14195,train
14199,test
14200,train
14201,train
14203,train
14204,test
14205,train
14206,train
14208,test
14210,train
14212,val
14213,train
14214,test
14215,train
14217,train
14219,train
14220,test
14221,val
14224,train
14226,train
14228,train
14229,train
14230,train
14232,train
14233,train
14235,test
14236,train
14237,test
14238,val
14239,train
14240,train
14241,train
14243,train
14244,test
14245,test
14246,train
14248,val
14249,test
14252,train
14253,test
14255,train
14256,train
14259,test
14260,test
14261,train
14262,train
14264,train
14266,train
14267,train
14268,train
14270,train
14271,test
14273,train
14274,train
14276,train
14277,train
14281,train
14283,train
14284,train
14288,test
14289,train
14291,test
14292,train
14293,train
14294,train
14296,train
14297,val
14298,train
14299,train
14300,val
14302,train
14303,train
14306,train
14307,train
14309,test
14310,train
14311,test
14312,train
14315,train
14318,train
14319,train
14322,val
14323,train
14324,train
14326,test
14327,train
14328,test
14329,train
14330,test
14331,train
14336,train
14338,test
14341,train
14343,train
14344,train
14345,train
14346,train
14348,train
14351,train
14354,train
14356,test
14357,test
14358,test
14365,test
14366,train
14369,test
14372,train
14373,train
14374,train
14375,val
14378,test
14379,train
14380,train
14382,train
14386,val
14387,train
14388,train
14390,train
14391,train
14393,test
14394,train
14397,train
14398,test
14399,test
14400,train
14404,test
14405,train
14408,train
14409,train
14411,train
14413,train
14414,train
14415,val
14417,test
14419,train
14420,test
14421,test
14422,val
14423,train
14424,train
14426,train
14428,train
14430,test
14431,train
14436,train
14438,train
14440,train
14441,train
14442,train
14445,train
14446,val
14447,train
14448,train
14449,val
14450,test
14451,train
14454,train
14456,train
14459,train
14460,train
14461,train
14463,train
14464,train
14466,train
14467,test
14472,train
14473,train
14474,train
14477,test
14478,val
14480,train
14481,train
14482,train
14486,train
14487,train
14488,train
14489,val
14494,test
14498,train
14499,test
14500,train
14501,train
14504,test
14507,train
14508,train
14509,train
14511,train
14512,train
14513,test
14514,val
14515,train
14516,train
14517,test
14518,train
14519,val
14521,val
14522,train
14526,train
14529,train
14530,val
14534,train
14536,train
14537,test
14541,train
14542,train
14543,train
14544,train
14546,test
14547,train
14551,train
14552,train
14553,train
14556,train
14557,test
14558,train
14559,train
14561,test
14565,test
14571,train
14573,train
14575,train
14576,train
14577,train
14579,train
14580,train
14581,train
14582,test
14584,train
14585,train
14586,train
14587,train
14588,train
14589,train
14590,test
14591,val
14592,train
14595,train
14599,train
14600,val
14602,test
14608,test
14610,train
14611,val
14612,train
14616,train
14617,train
14618,test
14619,train
14620,train
14627,train
14630,train
14632,test
14633,test
14635,train
14637,train
14638,train
14641,test
14642,train
14643,train
14644,train
14645,test
14651,train
14654,test
14655,train
14659,train
14662,train
14664,train
14665,train
14667,test
14668,train
14671,train
14673,train
14674,train
14676,train
14678,train
14681,train
14690,test
14691,test
14694,train
14695,train
14696,train
14697,train
14698,train
14699,train
14711,train
14712,train
14715,train
14716,train
14717,train
14720,train
14721,train
14722,test
14725,train
14726,test
14727,train
14728,train
14729,train
14730,train
14731,train
14732,train
14733,train
14734,train
14735,test
14736,train
14737,train
14738,train
14739,test
14740,train
14741,val
14742,train
14743,train
14744,train
14745,train
14746,train
14747,test
14748,train
14749,train
14750,train
14751,test
14752,train
14753,train
14754,train
14755,train
14757,train
14758,test
14759,train
14760,train
14761,train
14762,test
14763,test
14764,train
14767,val
14768,test
14769,train
14770,test
14772,test
14773,train
14775,test
14776,train
14777,train
14778,train
14779,train
14781,train
14782,train
14786,train
14787,train
14788,test
14789,train
14791,train
14792,train
14793,train
14794,train
14795,train
14796,train
14797,train
14798,train
14799,train
14800,test
14802,train
14803,test
14804,test
14805,train
14806,train
14807,train
14808,train
14809,train
14810,train
14811,train
14812,train
14813,train
14814,train
14815,test
14816,train
14817,train
14818,train
14819,train
14820,test
14821,train
14822,test
14823,val
14824,test
14825,test
14826,train
14827,val
14828,test
14829,test
14830,test
14831,train
14833,train
14834,train
14835,train
14836,train
14837,test
14838,train
14839,val
14840,train
14841,train
14842,train
14843,train
14844,train
14845,train
14846,train
14847,test
14848,train
14849,train
14850,val
14851,train
14852,train
14853,train
14854,val
14855,train
14856,train
14857,test
14859,train
14860,test
14861,val
14862,train
14863,train
14864,train
14865,test
14866,train
14867,train
14868,train
14869,train
14870,train
14871,test
14872,val
14873,train
14874,test
14875,train
14876,train
14877,test
14878,test
14879,val
14880,test
14881,test
14883,val
14884,train
14885,train
14886,test
14887,train
14888,test
14889,train
14890,train
14891,train
14892,train
14893,train
14894,train
14895,test
14897,test
14898,train
14899,test
14902,train
14903,val
14904,test
14905,train
14906,test
14908,train
14909,train
14910,train
14911,train
14920,val
14921,test
14923,train
14924,val
14925,train
14926,train
14927,val
14928,test
14929,val
14930,train
14931,train
14932,train
14933,train
14935,test
14936,train
14937,train
14939,train
14944,train
14945,train
14947,train
14949,train
14951,test
14953,train
14954,train
14955,train
14958,train
14959,test
14960,test
14963,train
14968,test
14971,train
14976,val
14977,train
14979,test
14981,train
14984,train
14985,val
14988,train
14989,train
14991,train
14994,train
14996,train
14999,train
15000,test
15001,train
15002,train
15003,test
15006,test
15007,test
15008,train
15009,train
15010,train
15013,train
15014,train
15016,train
15017,train
15020,test
15022,train
15023,val
15024,test
15025,train
15028,val
15030,test
15034,train
15039,train
15046,train
15049,train
15050,train
15052,train
15053,train
15059,val
15060,train
15061,train
15062,test
15063,train
15064,train
15067,train
15071,test
15075,val
15076,test
15077,train
15078,train
15082,test
15083,train
15084,val
15086,test
15087,train
15088,train
15091,test
15092,train
15100,train
15101,train
15103,test
