,subset
26800,train
26802,train
26803,val
26804,train
26805,train
26806,train
26807,val
26809,train
26810,val
26811,train
26813,val
26814,train
26816,train
26817,train
26818,train
26819,train
26820,train
26821,val
26822,train
26823,train
26824,val
26826,train
26829,train
26830,train
26831,train
26832,train
26833,train
26842,val
26843,train
26844,val
26845,train
26846,train
26849,train
26850,train
26853,train
26854,val
26855,train
26856,val
26857,train
26858,val
26859,val
26860,train
26861,train
26862,train
26865,train
26866,train
26868,train
26869,train
26874,val
26876,train
26895,train
26898,train
26900,train
26907,train
26908,train
26909,train
26917,train
26918,train
26919,train
26920,train
26921,val
26922,train
26923,train
26925,train
26926,train
26927,train
26928,train
26929,train
26930,val
26931,val
26932,train
26933,train
26934,train
26936,train
26944,train
26949,train
26970,train
26971,train
26977,train
26979,train
26996,train
27005,train
27009,train
27012,val
27013,train
27016,train
27019,train
27023,train
27024,train
27036,train
27039,train
27041,val
27042,train
27053,val
27068,train
27069,train
27087,val
27116,val
27121,train
27122,train
27125,train
27132,train
27133,train
27134,train
27136,train
27152,train
27163,train
27178,train
27180,train
27182,train
27197,train
27200,train
27205,train
27207,train
27210,train
27213,train
27216,train
27218,val
27225,val
27226,train
27230,train
27231,train
27241,train
27247,train
27251,val
27260,train
27267,val
27280,val
27283,train
27288,train
27305,train
27306,train
27311,train
27323,train
27333,val
27350,val
27357,train
27378,val
27382,train
27385,val
27389,train
27390,train
27395,train
27396,train
27398,val
27400,train
27401,train
27405,val
27407,val
27411,val
27414,val
27419,val
27424,train
27432,train
27434,train
27436,train
27437,train
27440,train
27441,train
27443,train
27445,train
27446,val
27447,train
27449,val
27450,train
27451,train
27452,train
27453,train
27455,train
27457,val
27458,train
27461,train
27463,train
27468,train
27469,train
27470,train
27471,train
27476,train
27479,train
27483,train
27493,val
27494,val
27503,train
27504,train
27505,train
27510,train
27512,train
27518,train
27524,train
27531,train
27534,train
27535,val
27536,val
27538,train
27544,train
27551,val
27553,train
27558,val
27561,train
27562,train
27563,train
27564,val
27569,train
27576,val
27577,train
27578,train
27583,train
27584,train
27585,val
27595,train
27597,train
27598,val
27608,train
27610,train
27613,train
27615,train
27622,train
27624,train
27632,train
27634,train
27637,val
27638,train
27639,train
27642,train
27645,train
27647,train
27648,val
27652,val
27659,val
27663,val
27664,train
27665,train
27671,train
27674,train
27675,train
27676,train
27678,train
27680,train
27683,train
27685,train
27686,train
27688,train
27689,train
27690,train
27692,val
27695,train
27698,train
27699,train
27701,train
27705,train
27707,train
27708,train
27715,train
27716,val
27735,val
27740,train
27749,train
27752,train
27754,train
27761,train
27762,train
27763,train
27769,train
27770,val
27775,train
27776,train
27777,train
27780,train
27781,train
27782,train
27785,train
27788,train
27790,train
27793,val
27794,train
27795,train
27797,train
27801,train
27806,train
27808,train
27809,train
27810,train
27812,val
27815,train
27816,train
27817,train
27818,val
27831,val
27832,train
27833,val
27836,train
27839,train
27841,train
27846,train
27851,train
27856,val
27857,train
27858,val
27860,train
27861,train
27862,train
27882,train
27883,train
27891,train
27892,train
27894,train
27897,train
27898,train
27900,train
27904,train
27906,train
27908,train
27910,train
27912,train
27915,train
27916,train
27917,val
27919,train
27922,train
27923,train
27931,train
27937,train
27939,train
27940,train
27941,train
27942,train
27943,train
27945,val
27946,train
27947,train
27948,train
27949,train
27950,train
27951,train
27952,train
27953,train
27954,train
27956,train
27957,val
27958,train
27960,train
27962,train
27964,train
27965,train
27966,train
28032,train
28043,train
28050,train
28051,val
28052,train
28053,train
28054,train
28055,train
28058,train
28059,val
28060,train
28061,train
28062,train
28063,train
28064,train
28065,train
28066,train
28069,val
28070,train
28072,train
28074,train
28075,train
28076,train
28077,val
28078,train
28079,train
28081,val
28082,train
28084,train
28085,train
28086,val
28087,train
28088,train
28089,train
28090,train
28091,train
28092,train
28093,val
28094,train
28095,train
28096,train
28097,train
28099,train
28100,val
28101,train
28102,train
28103,train
28105,train
28106,train
28107,train
28108,train
28109,train
28110,val
28111,train
28113,train
28114,train
28115,val
28117,val
28120,val
28121,train
28123,train
28124,train
28125,train
28126,train
28127,train
28129,train
28130,train
28132,val
28136,train
28137,train
28139,train
28141,train
28142,train
28143,train
28144,val
28145,train
28146,train
28147,train
28149,train
28150,train
28151,train
28153,val
28155,train
28156,train
28157,train
28158,train
28159,train
28161,train
28162,train
28163,train
28164,train
28165,val
28166,train
28168,train
28170,train
28171,train
28172,train
28173,train
28174,train
28175,train
28176,train
28177,val
28178,train
28179,val
28184,train
28185,train
28186,train
28187,train
28188,train
28189,train
28191,train
28192,train
28193,train
28194,train
28195,train
28196,train
28199,train
28211,train
28215,train
28216,train
28217,train
28219,val
28220,train
28221,train
28223,train
28224,train
28230,train
28235,train
28236,train
28237,train
28239,train
28241,train
28242,train
28251,train
28256,train
28257,train
28258,val
28260,train
28261,train
28262,train
28264,train
28268,train
28273,train
28276,train
28279,train
28280,train
28286,val
28287,train
28290,train
28293,val
28296,train
28297,train
28300,val
28307,train
28315,train
28321,train
28327,train
28332,train
28348,train
28350,train
28351,train
28357,train
28359,train
28364,train
28368,val
28369,train
28371,val
28372,train
28373,train
28377,train
28379,train
28380,val
28381,train
28382,train
28383,train
28388,train
28398,train
28403,train
28404,train
28406,train
28407,train
28408,train
28413,train
28418,train
28420,train
28421,train
28422,train
28423,train
28425,train
28473,train
28479,train
28480,train
28481,train
28484,train
28495,train
28516,val
28517,val
28518,train
28521,train
28527,train
28528,val
28532,train
28535,train
28543,train
28551,train
28552,train
28553,train
28557,train
28558,train
28566,val
28567,train
28568,train
28569,train
28571,train
28572,train
28573,val
28574,val
28577,train
28580,train
28581,train
28582,train
28583,train
28586,train
28587,val
28589,train
28591,train
28592,train
28593,val
28594,val
28595,train
28596,val
28597,train
28598,train
28599,train
28601,train
28602,train
28603,train
28604,train
28606,train
28607,train
28608,train
28610,val
28611,train
28612,val
28615,train
28617,train
28618,train
28619,train
28621,val
28622,train
28626,train
28627,train
28628,train
28629,train
28630,val
28631,train
28636,train
28637,train
28639,train
28640,train
28641,train
28642,val
28643,val
28644,train
28651,train
28652,train
28653,train
28655,val
28656,train
28657,train
28660,train
28661,train
28663,train
28665,train
28671,train
28677,train
28678,train
28679,train
28682,train
28686,train
28690,val
28698,train
28701,val
28706,train
28708,train
28712,train
28715,train
28732,val
28734,val
28740,train
28748,train
28780,train
28807,train
28817,train
28835,train
28841,train
28861,train
28862,train
28868,val
28869,train
28870,train
28873,val
28874,val
28876,train
28878,train
28879,train
28880,train
28881,train
28884,train
28885,train
28886,train
28887,train
28898,train
28901,train
28905,train
28907,train
28908,train
28912,train
28914,train
28916,train
28917,train
28918,val
28919,train
28920,train
28925,train
28926,val
28931,val
28932,train
28933,train
28937,train
28939,train
28940,train
28941,train
28943,val
28944,train
28945,train
28947,val
28951,val
28952,val
28954,val
28960,train
28961,train
28963,val
28966,val
28968,train
28969,train
28975,train
28985,train
28987,train
28989,train
28991,val
28993,train
28995,train
28996,train
28998,val
28999,val
29000,val
29001,train
29004,train
29007,train
29008,train
29011,val
29021,train
29026,val
29027,train
29029,train
29030,val
29033,train
29034,train
29035,val
29038,train
29040,val
29045,train
29048,train
29050,val
29051,val
29064,train
29066,train
29067,train
29069,train
29070,train
29072,train
29078,train
29079,train
29085,train
29088,train
29091,train
29092,train
29093,train
29094,train
29101,train
29102,train
29103,train
29104,train
29105,train
29106,train
29110,train
29111,train
29112,train
29113,train
29117,train
29118,train
29119,train
29121,train
29122,val
29129,train
29136,train
29137,train
29140,train
29143,train
29150,val
29157,train
29158,train
29160,val
29166,val
29168,train
29172,train
29175,train
29177,train
29180,val
29181,train
29182,val
29188,train
29189,train
29190,train
29192,val
29197,train
29199,train
29200,train
29202,train
29210,val
29211,val
29213,train
29221,train
29228,val
29232,val
29233,train
29243,train
29246,train
29248,train
29260,train
29261,train
29264,train
29265,train
29271,val
29272,train
29273,train
29275,train
29276,train
29277,val
29285,train
29286,val
29287,train
29288,train
29289,train
29295,train
29296,train
29298,train
29299,train
29300,train
29301,train
29305,train
29307,val
29309,train
29312,train
29313,val
29314,val
29316,val
29317,train
29318,train
29319,val
29320,val
29321,train
29324,train
29325,train
29326,train
29332,val
29335,val
29337,train
29338,train
29339,train
29340,train
29343,val
29344,train
29348,train
29349,train
29350,train
29351,train
29352,val
29356,train
29360,train
29361,train
29363,train
29367,train
29384,train
29385,train
29386,train
29387,train
29397,train
29411,val
29413,train
29414,train
29416,val
29421,train
29424,train
29425,train
29428,train
29430,train
29440,train
29441,train
29442,val
29443,train
29446,train
29448,train
29449,train
29451,train
29455,val
29456,val
29457,train
29458,train
29460,train
29461,val
29466,train
29467,train
29468,train
29469,train
29470,train
29471,train
29472,train
29473,train
29474,train
29475,train
29480,val
29481,train
29490,train
29496,train
29513,train
29517,train
29518,train
29519,train
29520,train
29521,train
29523,train
29527,train
29529,train
29530,train
29531,train
29532,train
29535,val
29536,train
29537,train
29539,train
29540,train
29541,train
29542,val
29543,val
29544,train
29545,train
29546,train
29550,val
29552,train
29556,train
29557,train
29558,train
29559,train
29572,train
29578,train
29579,train
29580,train
29581,train
29582,train
29583,val
29584,train
29585,train
29587,val
29588,train
29589,train
29590,train
29591,val
29593,train
29594,train
29599,train
29610,val
29615,val
29616,train
29617,train
29618,train
29619,val
29620,train
29621,train
29623,train
29624,val
29625,train
29626,train
29627,train
29628,val
29629,train
29630,train
29631,train
29632,train
29633,train
29634,val
29635,train
29636,train
29638,train
29639,train
29640,train
29641,train
29642,train
29643,val
29644,train
29645,val
29646,train
29647,train
29648,val
29649,train
29650,train
29651,train
29652,train
29653,train
29654,train
29655,train
29656,val
29657,val
29658,train
29659,val
29660,train
29661,val
29662,train
29663,train
29664,val
29665,val
29666,train
29669,val
29671,train
29676,train
29680,val
29681,train
29685,train
29688,train
29692,train
29693,train
29700,train
29703,train
29706,train
29707,train
29708,train
29709,train
29710,val
29712,train
29713,val
29714,train
29715,train
29716,train
29717,train
29718,train
29720,train
29721,train
29722,train
29723,val
29724,train
29725,train
29726,train
29728,train
29736,val
29737,val
29738,train
29740,val
29741,train
29742,val
29743,train
29744,val
29745,train
29747,val
29748,train
29749,train
29750,train
29751,val
29753,train
29756,train
29757,train
29759,val
29761,val
29762,val
29763,train
29764,train
29765,train
29768,val
29770,train
29772,train
29773,train
29774,train
29775,train
29779,train
29781,val
29782,val
29786,train
29791,train
29798,train
29799,train
29804,train
29806,train
29807,train
29808,val
29809,train
29810,train
29811,train
29812,train
29813,train
29816,train
29817,train
29818,val
29819,train
29820,val
29821,train
29822,train
29823,train
29826,train
29827,train
29828,train
29829,train
29830,val
29831,train
29832,val
29833,train
29835,train
29836,train
29837,train
29838,train
29839,train
29840,val
29841,val
29842,train
29843,train
29849,train
29850,train
29852,train
29857,val
29858,train
29861,train
29862,train
29863,train
29864,train
29865,val
29867,train
29868,train
29869,val
29870,train
29873,train
29876,train
29877,train
29878,train
29879,train
29880,train
29884,train
29885,train
29886,val
29889,val
29894,val
29896,train
29899,train
29901,train
29904,train
29905,val
29908,train
29911,train
29912,train
29915,train
29919,train
29921,train
29922,train
29924,train
29925,train
29926,train
29933,train
29934,train
29937,val
29941,train
29942,train
29944,val
29945,train
29947,train
29948,train
29949,train
29950,train
29951,val
29954,val
29959,val
29961,val
29966,train
29967,train
29972,val
29976,train
29977,train
29978,train
29979,train
29989,val
29991,train
29992,val
29993,val
29994,val
30001,train
30002,train
30004,val
30005,train
30008,train
30009,train
30013,train
30019,train
30020,train
30021,val
30022,train
30024,train
30030,val
30034,train
30035,train
30036,train
30037,val
30038,train
30043,train
30044,train
30045,train
30046,train
30047,train
30049,train
30050,train
30051,train
30054,train
30055,train
30060,train
30071,train
30074,train
30077,train
30078,train
30079,val
30081,train
30084,val
30090,val
30091,val
30092,train
30093,val
30094,val
30095,train
30097,train
30098,train
30099,train
30100,train
30103,train
30105,train
30106,train
30108,train
30109,train
30110,train
30111,train
30113,train
30114,val
30115,train
30117,val
30118,val
30125,train
30126,train
30127,train
30130,train
30131,train
30133,train
30135,train
30137,train
30138,train
30139,train
30141,train
30143,train
30144,train
30145,train
30146,train
30149,train
30150,train
30153,val
30154,train
30155,train
30158,train
30159,train
30162,val
30168,train
30170,train
30172,train
30173,train
30176,train
30177,train
30179,train
30180,train
30182,val
30186,train
30189,train
30191,train
30193,train
30194,val
30200,train
30207,train
30208,train
30216,train
30227,train
30228,train
30233,train
30234,val
30235,val
30236,train
30239,train
30244,train
30245,train
30246,train
30249,train
30254,train
30257,train
30260,train
30261,train
30262,train
30263,train
30265,train
30267,train
30280,train
30285,train
30287,val
30288,train
30289,train
30290,train
30297,train
30298,train
30299,train
30313,train
30319,train
30320,train
30321,train
30322,train
30324,val
30328,val
30334,val
30342,train
30345,train
30346,train
30350,val
30351,val
30352,train
30353,train
30354,train
30361,val
30362,train
30363,val
30364,train
30365,train
30366,train
30367,train
30368,train
30369,val
30376,train
30377,train
30378,train
30379,train
30380,train
30381,train
30383,train
30387,train
30391,train
30392,train
30394,val
30402,train
30403,train
30404,train
30405,train
30406,train
30407,train
30408,val
30409,train
30410,train
30411,train
30415,train
30416,train
30417,train
30419,train
30420,val
30421,train
30422,train
30429,val
30433,train
30434,train
30435,train
30436,train
30442,train
30443,train
30444,val
30447,train
30449,train
30450,train
30451,train
30454,train
30455,train
30456,val
30457,train
30458,train
30462,train
30463,train
30465,train
30469,train
30474,train
30475,train
30477,train
30480,train
30481,train
30482,val
30484,train
30485,val
30486,train
30487,val
30488,val
30489,train
30491,train
30492,train
30503,train
30506,train
30507,val
30509,train
30512,train
30513,train
30517,train
30519,val
30520,train
30521,train
30540,train
30543,train
30558,val
30578,train
30581,train
30582,train
30585,train
30587,val
30596,val
30649,train
30673,train
30702,train
30705,train
30711,train
30715,val
30719,train
30722,train
30725,train
30726,train
30728,val
30729,val
30730,train
30731,train
30735,val
30736,train
30737,train
30738,train
30745,train
30746,train
30770,train
30771,train
30775,train
30790,val
30794,train
30805,train
30832,train
30880,val
30886,train
30908,train
30909,val
30920,train
30924,train
30925,train
30927,train
30946,train
30957,val
30961,val
30963,train
30964,train
30969,train
30970,train
30971,val
30972,val
30983,train
30989,train
30993,train
30996,train
31022,val
31025,train
31027,train
31029,train
31030,val
31033,train
31034,train
31036,train
31037,train
31041,train
31042,train
31051,train
31052,train
31056,val
31058,train
31059,train
31061,train
31067,train
31078,val
31080,train
31081,train
31082,train
31083,train
31084,train
31087,train
31088,train
31089,val
31090,train
31091,val
31092,train
31093,train
31094,train
31095,val
31096,train
31097,train
31098,train
31099,train
31100,train
31101,train
31102,train
31103,train
31104,train
31105,train
31106,train
31107,val
31108,val
31109,train
31110,val
31111,train
31112,train
31113,train
31114,train
31115,val
31116,train
31117,train
31118,train
31120,train
31121,train
31122,val
31123,train
31124,train
31125,train
31126,train
31127,train
31129,train
31130,train
31131,val
31132,train
31133,val
31135,train
31137,val
31138,train
31139,val
31140,val
31141,val
31142,train
31143,train
31144,train
31145,train
31147,val
31148,train
31151,train
31153,train
31154,train
31158,train
31161,train
31162,train
31164,train
31165,train
31166,train
31167,train
31168,train
31169,train
31171,train
31172,train
31173,train
31176,train
31179,val
31180,train
31181,train
31183,train
31185,train
31186,val
31190,train
31191,train
31193,val
31195,train
31198,train
31199,train
31200,val
31201,train
31205,train
31206,train
31207,train
31208,train
31209,train
31210,train
31211,val
31212,train
31214,train
31215,train
31216,train
31217,train
31218,train
31219,train
31222,train
31223,train
31224,train
31226,train
31227,train
31229,train
31230,val
31231,val
31232,train
31233,val
31234,train
31237,train
31238,train
31239,val
31240,train
31242,train
31244,train
31245,val
31246,train
31247,train
31248,val
31250,train
31251,train
31252,train
31253,train
31254,val
31255,val
31256,train
31257,train
31258,train
31260,val
31262,train
31263,train
31264,train
31266,val
31267,val
31268,train
31269,train
31270,train
31271,train
31272,train
31274,train
31276,train
31277,train
31278,train
31279,train
31280,train
31282,train
31285,train
31286,train
31287,train
31289,train
31290,val
31291,train
31292,train
31293,train
31295,train
31296,train
31297,train
31298,train
31299,train
31300,train
31301,train
31302,train
31303,train
31304,train
31307,train
31314,train
31315,train
31316,val
31317,train
31319,train
31326,train
31327,train
31328,train
31330,train
31332,val
31333,train
31334,val
31354,train
31366,val
31367,train
31368,train
31382,train
31391,train
31394,train
31395,train
31396,train
31397,train
31401,val
31403,train
31406,train
31407,train
31410,train
31411,train
31412,train
31419,train
31420,train
31439,val
31453,train
31510,train
31513,train
31523,val
31525,train
31530,val
31532,train
31534,train
31535,train
31536,train
31537,train
31538,train
31539,train
31541,train
31544,val
31548,val
31556,train
31558,train
31563,train
31587,train
31590,train
31595,train
31596,train
31599,train
31605,train
31606,train
31613,train
31615,val
31626,train
31631,train
31632,train
31635,val
31638,train
31643,train
31649,val
31662,val
31663,val
31665,train
31666,val
31668,train
31671,train
31673,train
31675,val
31678,train
31682,val
31683,train
31685,train
31688,train
31692,val
31693,train
31694,val
31702,val
31704,val
31712,train
31713,train
31723,train
31727,val
31728,train
31730,train
31734,val
31736,train
31738,train
31743,train
31744,train
31745,val
31749,train
31750,train
31755,train
31757,train
31758,train
31763,train
31770,val
31772,train
31775,train
31777,train
31779,train
31783,train
31784,train
31791,train
31792,train
31793,train
31797,train
31799,train
31810,train
31811,train
31819,train
31820,val
31822,train
31828,train
31830,train
31835,train
31837,train
31838,train
31843,train
31846,train
31847,train
31849,train
31851,train
31852,train
31861,train
31863,train
31867,train
31874,train
31875,train
31876,train
31878,train
31881,train
31884,val
31887,train
31889,val
31890,val
31891,train
31893,train
31896,train
31897,train
31898,train
31907,val
31912,train
31913,train
31917,val
31918,train
31919,train
31924,train
31925,train
31928,train
31930,train
31931,train
31934,train
31936,train
31939,train
31940,train
31941,train
31942,train
31944,train
31950,train
31951,val
31957,train
31958,train
31959,train
31961,train
31962,val
31963,val
31966,train
31967,val
31968,val
31969,val
31970,train
31972,val
31974,val
31976,train
31980,train
31992,train
31993,train
32008,train
32011,val
32013,train
32018,val
32019,train
32020,val
32023,train
32024,train
32027,train
32030,train
32049,train
32050,train
32057,train
32059,val
32065,train
32067,train
32068,val
32074,val
32083,train
32084,train
32087,train
32088,val
32096,train
32097,val
32098,train
32099,train
32100,train
32106,train
32111,train
32112,train
32113,train
32114,train
32115,train
32116,val
32117,val
32118,train
32119,train
32121,val
32124,train
32125,val
32126,val
32127,val
32128,train
32129,train
32130,train
32132,train
32133,train
32135,val
32137,train
32149,train
32150,val
32154,val
32156,train
32161,train
32169,train
32171,val
32175,train
32176,val
32177,train
32182,train
32183,train
32189,train
32194,train
32197,train
32200,train
32217,val
32218,train
32226,train
32230,train
32232,train
32234,train
32239,train
32242,val
32245,train
32246,train
32247,train
32253,train
32260,val
32261,val
32262,val
32266,train
32272,train
32279,train
32287,train
32288,train
32291,train
32294,train
32296,val
32308,train
32310,train
32312,train
32332,train
32333,train
32337,val
32383,val
32387,val
32389,train
32392,train
32394,train
32395,val
32408,train
32432,train
32445,val
32448,train
32449,train
32454,val
32455,train
32457,train
32458,train
32462,train
32463,val
32465,val
32467,train
32468,val
32469,train
32470,val
32471,train
32473,train
32474,train
32477,train
32478,train
32479,train
32481,train
32482,val
32483,train
32485,train
32488,train
32489,train
32492,train
32496,train
32497,train
32499,train
32500,train
32502,val
32503,val
32505,train
32506,train
32507,train
32511,train
32515,train
32516,train
32518,val
32520,train
32527,train
32531,train
32532,val
32535,train
32538,train
32539,train
32540,train
32541,train
32542,train
32545,train
32546,train
32551,train
32554,train
32555,train
32558,train
32559,train
32560,train
32568,train
32569,train
32576,train
32577,train
32578,train
32581,train
32583,train
32585,val
32586,val
32587,val
32588,train
32589,train
32590,train
32591,train
32594,train
32601,val
32606,val
32608,train
32610,train
32613,val
32617,train
32620,train
32622,train
32623,train
32624,val
32625,train
32627,train
32628,train
32633,train
32635,train
32637,train
32657,train
32658,val
32665,train
32666,val
32679,train
32681,train
32689,train
32694,train
32698,train
32701,train
32704,train
32705,train
32706,train
32708,train
32731,train
32739,train
32742,train
32753,train
32754,train
32755,train
32756,val
32757,train
32759,train
32764,train
32766,train
32768,train
32770,val
32771,train
32772,train
32774,val
32775,val
32779,train
32781,train
32786,train
32788,train
32790,train
32796,train
32799,train
32806,train
32807,train
32808,train
32811,train
32812,train
32813,train
32814,train
32816,train
32817,train
32818,train
32825,train
32827,train
32828,val
32829,train
32832,train
32836,val
32837,train
32843,train
32861,train
32862,train
32863,train
32868,train
32870,train
32871,train
32874,train
32875,val
32876,train
32877,train
32878,train
32887,val
32890,train
32891,train
32892,train
32897,train
32898,train
32899,val
32903,train
32910,train
32912,train
32916,train
32922,train
32923,train
32924,train
32925,train
32927,val
32931,train
32932,train
32936,train
32937,train
32938,train
32939,train
32940,train
32948,train
32951,train
32954,train
32958,train
32960,train
32962,train
32964,val
32966,train
32967,train
32968,val
32969,train
32971,val
32972,train
32973,train
32974,train
32975,train
32976,train
32977,train
32980,train
32985,train
32986,train
32988,train
32993,train
32996,train
32997,train
32999,train
33002,train
33004,train
33008,val
33021,train
33024,train
33025,val
33035,val
33037,train
33038,val
33041,train
33047,val
33048,train
33049,train
33051,train
33052,val
33064,train
33069,train
33074,train
33076,train
33078,train
33079,train
33080,train
33081,train
33082,train
33083,val
33084,train
33086,train
33088,val
33089,val
33093,train
33094,train
33095,val
33096,train
33097,train
33099,train
33101,train
33102,train
33103,train
33108,val
33109,train
33110,train
33111,train
33112,train
33114,train
33115,val
33118,train
33119,train
33122,train
33124,val
33125,train
33127,train
33129,train
33130,train
33134,train
33135,train
33136,train
33138,train
33142,train
33143,train
33144,val
33145,train
33148,train
33150,train
33154,train
33155,val
33156,train
33158,train
33161,val
33162,train
33165,val
33167,train
33168,val
33169,train
33170,train
33172,train
33174,val
33175,train
33178,train
33183,train
33184,train
33185,train
33186,train
33187,train
33188,train
33190,val
33191,train
33201,val
33204,train
33207,train
33208,train
33209,train
33210,train
33212,train
33213,val
33214,val
33215,train
33216,val
33231,train
33233,val
33235,train
33238,train
33239,train
33242,train
33243,train
33251,train
33252,train
33255,train
33257,train
33258,train
33263,train
33266,train
33267,train
33269,train
33271,train
33272,train
33278,val
33285,train
33286,train
33287,val
33290,train
33291,train
33292,train
33293,train
33294,train
33295,val
33296,train
33298,val
33300,train
33303,train
33311,train
33312,val
33314,train
33323,train
33325,train
33326,train
33327,train
33329,train
33330,train
33331,train
33332,train
33333,train
33334,train
33336,val
33340,train
33347,val
33349,val
33354,val
33357,train
33359,train
33360,train
33363,val
33364,val
33367,train
33369,train
33370,train
33372,train
33373,train
33383,val
33384,train
33387,train
33389,train
33395,train
33402,val
33405,train
33408,train
33425,train
33427,val
33428,train
33429,train
33430,train
33431,train
33432,val
33433,train
33436,val
33438,train
33439,train
33442,train
33444,train
33447,train
33453,train
33454,val
33459,train
33460,val
33461,val
33462,train
33463,val
33464,train
33465,train
33466,train
33467,train
33468,val
33469,train
33470,train
33472,train
33475,val
33476,train
33478,train
33479,train
33480,train
33482,val
33483,val
33490,train
33491,train
33492,train
33495,train
33497,val
33499,train
33501,train
33505,train
33507,val
33509,val
33515,train
33516,val
33517,train
33518,train
33521,val
33522,train
33523,train
33529,train
33530,train
33531,train
33532,train
33533,train
33536,train
33537,train
33540,train
33541,val
33545,train
33546,train
33547,train
33550,train
33551,train
33552,train
33553,train
33560,train
33561,train
33562,train
33563,train
33566,train
33567,train
33575,val
33576,train
33577,train
33579,val
33580,train
33581,val
33582,train
33583,train
33585,train
33587,train
33588,train
33589,train
33593,train
33594,train
33595,train
33597,train
33598,train
33599,train
33600,train
33603,train
33604,val
33605,train
33606,train
33608,val
33609,val
33610,train
33625,train
33626,train
33629,train
33632,train
33635,val
33638,val
33639,train
33640,train
33641,val
33642,train
33644,train
33645,train
33653,train
33656,train
33658,val
33659,train
33662,train
33663,train
33664,train
33665,train
33666,train
33668,train
33669,train
33673,train
33675,train
33680,train
33683,val
33685,train
33686,train
33688,train
33689,train
33690,train
33694,train
33695,train
33696,val
33697,val
33701,train
33711,train
33712,train
33713,train
33714,train
33718,train
33720,train
33724,train
33726,train
33728,train
33729,train
33731,train
33733,train
33734,train
33735,train
33746,train
33747,train
33749,train
33750,train
33755,train
33768,train
33772,train
33773,val
33774,train
33775,val
33776,train
33777,train
33778,train
33779,val
33780,val
33783,train
33787,train
33788,train
33789,train
33791,train
33794,train
33795,train
33796,train
33797,train
33798,val
33799,train
33802,train
33803,train
33804,train
33805,val
33807,val
33808,val
33810,train
33811,train
33815,train
33818,val
33821,val
33822,val
33823,train
33827,train
33828,train
33829,train
33835,train
33838,val
33839,val
33841,train
33842,train
33843,train
33844,train
33846,train
33848,val
33850,train
33852,train
33853,train
33854,train
33857,train
33860,val
33861,train
33862,train
33865,val
33867,train
33869,train
33870,train
33872,val
33873,val
33875,train
33880,train
33882,train
33886,train
33895,train
33901,val
33906,train
33917,train
33923,train
33929,train
33930,train
33933,train
33945,train
33947,train
33950,train
33951,val
33953,train
33954,train
33955,train
33970,train
33984,train
33985,train
33986,train
33987,train
33988,train
33989,train
33990,train
33991,train
33992,val
34004,val
34007,train
34015,train
34016,train
34027,train
34034,train
34037,train
34039,val
34043,train
34045,train
34047,train
34052,train
34054,train
34062,val
34065,train
34066,train
34067,train
34073,val
34076,val
34088,train
34091,train
34093,train
34096,train
34098,train
34100,train
34102,train
34105,train
34106,train
34111,val
34114,train
34119,train
34120,val
34122,train
34123,train
34124,train
34129,train
34130,train
34138,val
34140,train
34141,val
34144,train
34146,train
34147,train
34152,train
34155,train
34156,train
34162,train
34163,val
34164,train
34165,train
34178,train
34179,val
34180,val
34184,train
34185,val
34186,train
34188,val
34190,train
34196,train
34206,train
34210,train
34215,train
34217,train
34218,train
34219,val
34220,val
34221,train
34222,train
34224,train
34225,train
34226,train
34227,train
34228,val
34229,train
34230,train
34231,train
34232,train
34233,train
34235,train
34236,train
34237,train
34238,train
34243,train
34244,val
34248,train
34254,train
34255,val
34261,train
34262,train
34263,train
34264,train
34265,train
34267,train
34268,train
34278,train
34281,train
34285,val
34286,train
34294,val
34295,train
34298,train
34300,train
34301,val
34302,train
34312,train
34318,train
34323,train
34324,train
34327,train
34329,train
34330,train
34333,train
34339,train
34340,train
34341,val
34342,train
34347,train
34356,train
34358,train
34359,val
34360,train
34363,train
34365,val
34366,val
34368,train
34371,train
34373,train
34374,train
34376,train
34379,train
34400,train
34402,train
34403,train
34404,train
34405,train
34406,val
34408,train
34409,train
34411,train
34413,train
34415,train
34417,train
34418,train
34420,val
34423,val
34425,train
34426,train
34430,val
34435,val
34436,train
34437,train
34439,train
34447,train
34451,train
34452,train
34456,train
34459,train
34467,train
34468,train
34469,train
34470,train
34474,train
34475,train
34481,train
34492,train
34494,train
34499,train
34503,train
34505,train
34506,train
34507,train
34518,val
34519,train
34520,train
34521,val
34522,train
34523,train
34525,train
34528,train
34529,val
34530,train
34531,val
34532,train
34533,val
34534,train
34535,train
34536,train
34537,val
34538,train
34539,train
34540,train
34541,train
34543,train
34544,train
34545,train
34546,train
34547,train
34548,train
34549,val
34550,val
34551,train
34552,train
34553,train
34554,val
34555,train
34556,train
34557,train
34558,train
34559,train
34560,train
34561,train
34562,train
34563,train
34564,train
34565,train
34566,train
34569,train
34570,val
34571,train
34572,val
34573,train
34574,train
34575,val
34576,train
34577,train
34578,train
34579,train
34580,train
34581,train
34582,train
34583,train
34584,train
34585,train
34586,train
34587,val
34588,train
34589,train
34590,train
34591,val
34592,val
34593,train
34594,val
34595,train
34596,train
34597,val
34598,train
34599,train
34600,train
34601,train
34602,val
34603,train
34604,train
34605,train
34606,train
34607,train
34608,train
34609,val
34610,train
34611,train
34612,val
34613,train
34614,train
34615,val
34616,train
34617,train
34618,train
34619,train
34620,train
34621,train
34622,train
34623,train
34624,train
34625,train
34626,train
34627,train
34628,train
