,sale_price,price_class
15092,264000,0
15190,350000,0
15191,60000,0
15193,455000,0
15199,327000,0
15200,50000,0
15207,353064,0
15224,435000,0
15231,75000,0
15271,257590,0
15301,460000,0
15321,381000,0
15345,450000,0
15438,420000,0
15480,390000,0
15552,400000,0
15556,100000,0
15574,95000,0
15614,202800,0
15617,38000,0
15652,440000,0
15653,300000,0
15654,415000,0
15655,457000,0
15656,190000,0
15657,340000,0
15658,463173,0
15659,450000,0
15662,150000,0
15663,445000,0
15665,350000,0
15667,190000,0
15668,280000,0
15669,425000,0
15672,130000,0
15673,248040,0
15674,250000,0
15677,180000,0
15679,210000,0
15680,435000,0
15681,429999,0
15682,440000,0
15684,427500,0
15688,420000,0
15691,269000,0
15692,395000,0
15693,190000,0
15698,410000,0
15699,255000,0
15700,350000,0
15704,175000,0
15710,175000,0
15720,200000,0
15721,220000,0
15722,180000,0
15723,199000,0
15724,180000,0
15726,320000,0
15728,280000,0
15729,399999,0
15730,200000,0
15743,2980000,1
15751,2000000,1
15752,2100000,1
15759,2500000,1
15764,8950000,1
15765,7600000,1
15769,4300000,1
15771,147000,0
15772,399999,0
15773,280000,0
15775,150000,0
15777,350000,0
15778,425000,0
15779,280000,0
15781,435000,0
15785,197730,0
15787,410000,0
15788,295000,0
15792,4550000,1
15794,2010000,1
15795,3725000,1
15796,3300000,1
15799,5200000,1
15800,3900000,1
15801,4900000,1
15802,7225000,1
15803,1900000,1
15804,6350000,1
15809,3315000,1
15811,3150000,1
15813,1800000,1
15815,4995000,1
15816,2600000,1
15820,250000,0
15821,3100000,1
15823,2800000,1
15826,3420000,1
15828,5150000,1
15829,4050000,1
15832,2300000,1
15838,2100000,1
15839,3700000,1
15840,5320000,1
15841,3977000,1
15842,3060000,1
15843,2650000,1
15844,5550000,1
15850,2200000,1
15851,1650000,1
15853,2900000,1
15854,1950000,1
15855,1969000,1
15856,1925000,1
15858,2500000,1
15859,2949000,1
15861,3100000,1
15862,4140000,1
15863,3250000,1
15867,3270000,1
15868,4772785,1
15869,2800000,1
15870,3925000,1
15873,3650000,1
15875,2775000,1
15879,2900000,1
15884,1890000,1
15885,3950000,1
15886,2350000,1
15887,2795000,1
15888,2704455,1
15891,2635000,1
15892,2750000,1
15893,2443800,1
15894,3975821,1
15895,2200000,1
15896,2425000,1
15897,2056865,1
15898,2835641,1
15899,2952925,1
15900,3174533,1
15901,3567521,1
15902,3164325,1
15903,2829575,1
15904,2998746,1
15906,1760000,1
15909,2900000,1
15911,2400000,1
15914,2850000,1
15917,3125000,1
15919,4500000,1
15920,3750000,1
15921,3675000,1
15926,3115000,1
15928,2600000,1
15934,3930000,1
15936,3755000,1
15939,3075000,1
15940,3700000,1
15942,4975000,1
15944,7891200,1
15945,3275000,1
15948,4664624,1
15951,2185000,1
15954,1750000,1
15966,1800000,1
15967,1995000,1
15968,2670000,1
15974,2800000,1
15975,2700000,1
15987,3350000,1
15988,4189500,1
15995,1865000,1
15998,285000,0
15999,1650000,1
16010,3017500,1
16013,2630000,1
16018,2275000,1
16019,1822363,1
16020,1817576,1
16021,1832850,1
16022,2018250,1
16023,1811000,1
16024,2300000,1
16026,3400000,1
16027,3250000,1
16030,2100000,1
16032,1810000,1
16033,2525000,1
16036,2800188,1
16037,2392888,1
16038,2600000,1
16039,2400000,1
16041,2275000,1
16042,2375000,1
16043,2036500,1
16044,2291063,1
16045,1850000,1
16046,2450000,1
16047,2265000,1
16048,2200000,1
16049,1825000,1
16052,2200000,1
16053,1810000,1
16054,1675000,1
16060,1625000,1
16061,2240150,1
16062,2189238,1
16063,1785188,1
16064,2200000,1
16065,1990000,1
16066,2243400,1
16068,5200000,1
16069,2700000,1
16070,2800000,1
16072,80800,0
16074,1750000,1
16075,1775000,1
16076,3700000,1
16077,4550000,1
16078,4600000,1
16079,4690000,1
16080,4750000,1
16081,4575000,1
16082,4200000,1
16083,4000000,1
16084,2324000,1
16085,4750000,1
16086,2900000,1
16087,2995000,1
16088,1990000,1
16089,2700000,1
16091,2100000,1
16094,2690000,1
16095,3219500,1
16100,3600000,1
16103,2750000,1
16105,4400000,1
16106,3662500,1
16108,3510000,1
16113,5900000,1
16114,3355000,1
16115,5155000,1
16120,2675000,1
16121,4999999,1
16122,5250000,1
16123,3075000,1
16124,2800000,1
16125,3375000,1
16126,1825000,1
16127,2710000,1
16129,2675000,1
16130,1950000,1
16131,1790000,1
16133,1830000,1
16134,50000,0
16135,4490000,1
16137,3100000,1
16138,1999999,1
16142,2700000,1
16143,4028000,1
16146,2860000,1
16147,2200000,1
16148,3030000,1
16152,3600000,1
16153,1700000,1
16155,4394677,1
16156,1825000,1
16157,1775000,1
16158,1720000,1
16161,2324000,1
16166,4750000,1
16167,4200000,1
16168,4650000,1
16172,4750000,1
16179,1700000,1
16182,2425000,1
16190,3800000,1
16192,5337900,1
16193,5800000,1
16195,2795000,1
16214,350000,0
16220,420000,0
16226,440000,0
16227,405000,0
16257,450000,0
16261,400000,0
16264,350000,0
16272,350000,0
16273,318000,0
16274,320000,0
16281,460000,0
16283,450000,0
16286,465000,0
16287,370000,0
16288,2250000,1
16297,425000,0
16305,121140,0
16331,300000,0
16338,450000,0
16339,445000,0
16352,400000,0
16364,1994000,1
16365,1999000,1
16383,2371444,1
16384,2291063,1
16389,1967794,1
16392,1680000,1
16393,1903646,1
16400,1725000,1
16401,1895000,1
16409,1575000,1
16411,1791197,1
16412,1967794,1
16438,1871000,1
16446,1670000,1
16448,1924500,1
16450,2100000,1
16455,2250000,1
16456,1925000,1
16458,1775000,1
16459,3160000,1
16460,1700000,1
16462,150000,0
16463,1850000,1
16477,1791197,1
16479,2450000,1
16484,2220000,1
16485,2175000,1
16486,2250000,1
16489,430000,0
16491,1599500,1
16495,430000,0
16497,1665000,1
16498,1644474,1
16511,2100000,1
16513,6500000,1
16514,2500000,1
16515,8250000,1
16519,181000,0
16520,170000,0
16522,150000,0
16534,1871000,1
16536,4975000,1
16537,6300000,1
16540,7300000,1
16541,5575000,1
16543,3950000,1
16545,5850000,1
16546,4900000,1
16548,4350000,1
16550,2150000,1
16552,6110000,1
16553,6250000,1
16557,2750000,1
16558,6250000,1
16559,2900000,1
16562,3500000,1
16565,1652500,1
16567,4425000,1
16568,3480000,1
16572,5525000,1
16575,5200000,1
16576,7400000,1
16578,5900000,1
16579,3805000,1
16583,1850000,1
16584,430000,0
16586,1950000,1
16588,335000,0
16589,1980000,1
16590,1875000,1
16591,2250000,1
16592,2435000,1
16593,1985000,1
16597,1995000,1
16601,1725000,1
16607,410000,0
16610,2150000,1
16611,1890000,1
16612,2000000,1
16613,2200000,1
16614,1575000,1
16616,450000,0
16624,455000,0
16625,430091,0
16630,1630000,1
16632,3662609,1
16633,2510269,1
16635,3802294,1
16636,3768553,1
16637,3991133,1
16638,4373914,1
16639,3802294,1
16640,4940430,1
16641,4603583,1
16643,2450000,1
16644,1750000,1
16645,1785000,1
16646,6075000,1
16647,4590921,1
16648,4150000,1
16649,2495000,1
16659,3800000,1
16660,7065000,1
16662,2225000,1
16663,3160000,1
16664,2910000,1
16665,2275000,1
16670,2050000,1
16672,2615000,1
16673,1675000,1
16674,2300000,1
16675,2028250,1
16676,2138325,1
16677,2087413,1
16678,8925000,1
16679,383840,0
16680,4999900,1
16682,2700000,1
16683,2700000,1
16684,2700000,1
16685,2700000,1
16686,2700000,1
16687,2700000,1
16688,2700000,1
16689,2700000,1
16690,2700000,1
16691,2700000,1
16692,2700000,1
16693,2700000,1
16695,2700000,1
16696,2700000,1
16697,2700000,1
16698,2700000,1
16699,2700000,1
16700,2700000,1
16701,2700000,1
16702,2700000,1
16703,2700000,1
16704,2700000,1
16705,2700000,1
16706,2700000,1
16707,115000,0
16708,2700000,1
16709,2700000,1
16710,2700000,1
16711,2700000,1
16712,2700000,1
16713,2700000,1
16714,2700000,1
16715,2700000,1
16716,2700000,1
16717,2700000,1
16718,2700000,1
16719,2700000,1
16720,2700000,1
16721,2700000,1
16722,2700000,1
16723,2700000,1
16724,2700000,1
16725,2700000,1
16726,2700000,1
16727,2700000,1
16728,2700000,1
16729,2700000,1
16730,2700000,1
16731,2700000,1
16732,125000,0
16733,130000,0
16734,2700000,1
16735,2700000,1
16736,2700000,1
16737,2700000,1
16738,2700000,1
16739,2700000,1
16740,2700000,1
16741,160000,0
16742,2700000,1
16743,2700000,1
16744,2700000,1
16745,2700000,1
16746,2700000,1
16747,2700000,1
16748,2700000,1
16749,2700000,1
16750,2700000,1
16751,4373914,1
16752,3991133,1
16753,4940430,1
16754,4940430,1
16755,3768553,1
16756,177500,0
16757,4603583,1
16758,5183512,1
16759,100000,0
16760,101400,0
16761,87500,0
16762,5183512,1
16765,3495000,1
16766,1999000,1
16768,2300000,1
16774,1950000,1
16782,3325000,1
16785,2250000,1
16794,1615000,1
16802,1850000,1
16804,1707000,1
16805,1707000,1
16813,1850000,1
16815,1975000,1
16816,1800000,1
16817,1995000,1
16819,2500000,1
16821,1650000,1
16822,1600000,1
16838,41500,0
16839,1850000,1
16878,249000,0
16888,380000,0
16921,335000,0
16923,275000,0
16924,460000,0
16930,325000,0
16931,380000,0
16932,280000,0
16933,360000,0
16935,280000,0
16936,400000,0
16937,310000,0
16938,345000,0
16943,312000,0
16944,400000,0
16945,420000,0
16952,305000,0
16954,180000,0
16955,300000,0
16963,320000,0
16964,405000,0
16965,370000,0
16966,295000,0
16967,452500,0
16978,355000,0
16979,340000,0
16980,310000,0
16984,300000,0
16987,430000,0
16989,425000,0
16990,330000,0
16992,385000,0
16993,452000,0
16996,425000,0
17001,335000,0
17002,325000,0
17003,337500,0
17005,330000,0
17008,330000,0
17009,330000,0
17011,380000,0
17012,345000,0
17013,330000,0
17016,350000,0
17018,360000,0
17020,390000,0
17021,315000,0
17022,390000,0
17024,445000,0
17025,365000,0
17027,430000,0
17030,440000,0
17031,430000,0
17032,335000,0
17035,380000,0
17040,385000,0
17042,325000,0
17045,435000,0
17057,325000,0
17061,335000,0
17062,300000,0
17067,335000,0
17068,302000,0
17073,460000,0
17076,400000,0
17083,465000,0
17093,260000,0
17094,430000,0
17124,4300000,1
17145,60000,0
17150,60000,0
17154,62500,0
17159,60000,0
17161,460000,0
17165,65000,0
17171,65000,0
17176,60000,0
17183,1600000,1
17184,1800000,1
17185,2900000,1
17189,1750000,1
17190,1800000,1
17196,1900000,1
17197,2200000,1
17198,2425000,1
17202,2310000,1
17204,50000,0
17211,100000,0
17212,2000000,1
17213,2300000,1
17237,1600000,1
17239,1600000,1
17243,1975000,1
17244,2130000,1
17246,1700000,1
17249,2100000,1
17250,1800000,1
17253,1975000,1
17256,2000000,1
17257,2251425,1
17264,2150000,1
17265,2650000,1
17268,2800000,1
17270,2500000,1
17271,2900000,1
17275,1890000,1
17277,51878,0
17280,120000,0
17282,1630000,1
17283,1935000,1
17285,1995000,1
17286,2450000,1
17297,1575000,1
17299,1950000,1
17300,2749000,1
17304,435877,0
17305,2250000,1
17312,1800000,1
17317,2100000,1
17318,2200000,1
17321,1700000,1
17323,2200000,1
17326,2575000,1
17327,1600000,1
17328,1725000,1
17330,2100000,1
17333,2050000,1
17336,2250000,1
17337,2100000,1
17361,2300000,1
17364,1600000,1
17382,1720000,1
17384,2015000,1
17439,350000,0
17444,405000,0
17456,1800000,1
17467,1951500,1
17470,1900000,1
17483,1700000,1
17494,1800000,1
17495,1578288,1
17496,2000000,1
17497,2250000,1
17499,1575000,1
17505,40000,0
17511,1750000,1
17512,2087500,1
17514,2025000,1
17515,1980500,1
17516,1640000,1
17519,1950000,1
17520,2175000,1
17521,1825000,1
17528,2200000,1
17529,1875000,1
17530,2350000,1
17537,4250000,1
17542,1850000,1
17553,1625000,1
17558,400000,0
17560,1900000,1
17565,1990000,1
17567,1800000,1
17569,1700000,1
17570,2200000,1
17571,1735000,1
17575,1995000,1
17577,1922004,1
17582,3643438,1
17584,170000,0
17585,400000,0
17590,263000,0
17596,3822500,1
17600,2100000,1
17601,3100000,1
17603,4750000,1
17604,2500000,1
17609,1700000,1
17612,3500000,1
17614,2015000,1
17615,5125000,1
17618,2450000,1
17619,4000000,1
17622,5400000,1
17629,6512500,1
17630,212500,0
17631,65000,0
17632,2375000,1
17633,3700000,1
17637,3350000,1
17638,226000,0
17641,4730000,1
17643,4000000,1
17646,3638000,1
17647,3200000,1
17648,3200000,1
17649,3200000,1
17652,1800000,1
17660,2200443,1
17666,3614625,1
17669,4875000,1
17670,4875000,1
17680,3765000,1
17681,3511350,1
17684,2150000,1
17685,2200000,1
17686,2150000,1
17687,2200000,1
17692,375000,0
17693,450000,0
17695,275000,0
17696,450000,0
17697,320000,0
17698,251000,0
17702,100000,0
17703,425000,0
17705,370000,0
17706,153000,0
17707,390000,0
17709,55000,0
17710,125000,0
17711,235000,0
17717,367500,0
17720,400000,0
17721,405000,0
17722,325000,0
17729,195000,0
17731,200000,0
17736,425000,0
17737,445000,0
17742,345000,0
17743,450000,0
17745,215000,0
17746,160000,0
17747,320000,0
17748,294000,0
17750,1695000,1
17811,410000,0
17832,365000,0
17835,1650000,1
17859,1960000,1
17860,1634291,1
17861,1619646,1
17863,2260000,1
17864,1575000,1
17865,1735695,1
17867,2315942,1
17868,1750832,1
17869,1690284,1
17871,2375000,1
17872,1812485,1
17873,1792140,1
17875,2568223,1
17876,1710467,1
17877,1750000,1
17879,2517767,1
17880,2224876,1
17881,2090000,1
17882,3325000,1
17884,1750000,1
17885,1780000,1
17887,1735000,1
17888,2725000,1
17890,1600000,1
17893,1575000,1
17894,1675000,1
17895,1680000,1
17901,450000,0
17902,450000,0
17912,1800000,1
17921,457500,0
17932,1700000,1
17936,1725000,1
17947,1600000,1
17949,1750000,1
17955,2125000,1
17971,1620000,1
17974,1705569,1
17983,1630000,1
17998,55000,0
18013,2800000,1
18014,3460000,1
18022,2400000,1
18025,6750000,1
18027,6750000,1
18034,1580000,1
18038,1900000,1
18043,1600000,1
18049,95500,0
18051,1750832,1
18052,3325000,1
18053,1634291,1
18054,1960000,1
18056,2568223,1
18057,2090000,1
18058,1792140,1
18059,2224876,1
18061,1735695,1
18062,2260000,1
18063,1812485,1
18064,1619646,1
18066,50000,0
18069,70000,0
18072,1800000,1
18073,457500,0
18082,457500,0
18086,460000,0
18099,450000,0
18114,329500,0
18116,350000,0
18126,400000,0
18155,450000,0
18203,327750,0
18251,300000,0
18253,400000,0
18317,400000,0
18345,300000,0
18360,350000,0
18364,358333,0
18368,1977000,1
18372,4005218,1
18374,345000,0
18375,295000,0
18376,91260,0
18377,260000,0
18390,2550000,1
18391,1650000,1
18392,1650000,1
18393,1700000,1
18394,1700000,1
18396,1600000,1
18399,6980000,1
18401,4005218,1
18402,4005218,1
18407,2550000,1
18409,7850000,1
18410,415500,0
18411,2655000,1
18415,1725000,1
18418,4600000,1
18419,4000000,1
18420,2780000,1
18421,5757575,1
18422,4740000,1
18423,5975000,1
18424,4200000,1
18426,3700000,1
18427,1655000,1
18428,2750000,1
18429,1675000,1
18430,2500000,1
18432,4600000,1
18440,3454320,1
18441,3551468,1
18442,2798253,1
18443,2626169,1
18444,2123153,1
18445,3195050,1
18446,2113887,1
18447,2148609,1
18448,2067404,1
18449,2714756,1
18450,3280793,1
18451,2133336,1
18452,2276909,1
18453,3541084,1
18456,1750000,1
18458,2125000,1
18459,2250000,1
18460,1730000,1
18462,4875000,1
18468,1575000,1
18469,2250000,1
18470,2400000,1
18471,1975000,1
18472,2173000,1
18473,2950000,1
18474,2400000,1
18476,3350000,1
18477,3950000,1
18478,1780000,1
18483,2693000,1
18484,3650000,1
18485,3350000,1
18486,1625000,1
18488,2650000,1
18489,1750000,1
18490,1850000,1
18497,2100000,1
18498,2300000,1
18499,1660000,1
18502,1685000,1
18504,1800000,1
18506,1940000,1
18507,1797000,1
18508,3520000,1
18509,3520000,1
18510,1850000,1
18511,2200000,1
18512,2650000,1
18518,2445000,1
18526,2150000,1
18527,1767500,1
18528,1950000,1
18533,1991000,1
18534,2295000,1
18537,1595000,1
18539,1860000,1
18542,2085000,1
18546,1790151,1
18547,2175000,1
18549,1950000,1
18551,2050000,1
18552,2190738,1
18553,2900000,1
18554,2400000,1
18555,2400000,1
18556,1913000,1
18557,3395000,1
18558,1800000,1
18559,1900000,1
18560,3730000,1
18561,2965000,1
18566,1575000,1
18569,4347000,1
18573,8450000,1
18575,8450000,1
18576,8450000,1
18578,4347000,1
18580,8450000,1
18582,4347000,1
18583,8450000,1
18587,8450000,1
18589,8450000,1
18593,1675000,1
18594,8450000,1
18596,8450000,1
18597,8450000,1
18598,4347000,1
18599,4347000,1
18602,2225000,1
18621,3375000,1
18629,2595000,1
18632,2615000,1
18634,1947611,1
18636,2255000,1
18637,2635000,1
18638,1775000,1
18641,1800000,1
18642,1940000,1
18644,2685000,1
18648,3500000,1
18649,6250000,1
18650,3490000,1
18651,1730000,1
18652,1935000,1
18654,2710000,1
18658,1770000,1
18659,1750000,1
18661,2450000,1
18665,2023500,1
18666,1890000,1
18668,2150000,1
18669,2750000,1
18671,2021000,1
18672,1880000,1
18674,2145000,1
18675,2810413,1
18676,2020000,1
18679,2250000,1
18680,1876973,1
18682,2160000,1
18683,2893666,1
18684,1957703,1
18686,1990000,1
18687,1945000,1
18689,2220000,1
18690,3250000,1
18691,2150000,1
18694,2219785,1
18695,2030000,1
18697,2310896,1
18698,2755000,1
18700,2080500,1
18702,2275000,1
18703,2800000,1
18704,1862500,1
18705,2625000,1
18706,2100000,1
18708,2510000,1
18709,2350000,1
18710,2045000,1
18712,2592500,1
18713,2750000,1
18717,5495000,1
18718,2675000,1
18719,3750000,1
18720,2525000,1
18721,3636375,1
18722,3395000,1
18723,5100000,1
18724,3195000,1
18725,1850000,1
18726,7500000,1
18727,7918445,1
18728,2825000,1
18739,2300000,1
18741,2850000,1
18742,2020000,1
18745,2630000,1
18747,2905000,1
18748,2005000,1
18752,2515000,1
18753,2850000,1
18756,2526754,1
18757,2850000,1
18758,2075000,1
18761,2371444,1
18762,3150000,1
18763,2150000,1
18765,2760000,1
18766,2450000,1
18768,2550000,1
18773,2411052,1
18775,4672985,1
18776,3895000,1
18777,4395000,1
18778,3495000,1
18779,3495000,1
18780,3350000,1
18781,2250000,1
18782,7250000,1
18783,8840782,1
18787,1625000,1
18790,2200000,1
18791,3359950,1
18792,2614866,1
18793,2050000,1
18794,2050000,1
18795,3359950,1
18796,1850000,1
18801,125000,0
18802,4875000,1
18803,4875000,1
18804,2250000,1
18805,2125000,1
18807,105000,0
18809,2200000,1
18810,2200000,1
18812,4875000,1
18813,4875000,1
18814,4875000,1
18816,2125000,1
18819,4985000,1
18821,4450000,1
18824,4300000,1
18828,320000,0
18832,399000,0
18833,389000,0
18837,387000,0
18838,294000,0
18840,450000,0
18841,340000,0
18842,412500,0
18843,315000,0
18846,410000,0
18859,1923401,1
18862,1882671,1
18869,1882671,1
18872,1908128,1
18888,1913219,1
18893,1918310,1
18901,1938675,1
18906,2004861,1
18908,1923401,1
18909,1984496,1
18911,1994679,1
18914,2035409,1
18915,2040499,1
18919,2015044,1
18920,1933584,1
18921,2855100,1
18925,1938675,1
18927,2193238,1
18928,2254333,1
18929,2015044,1
18931,2330701,1
18935,3007838,1
18937,2030318,1
18940,2310336,1
18942,2177964,1
18946,2155056,1
18949,2244150,1
18950,2956925,1
18954,2371431,1
18960,2829644,1
18968,2300000,1
18969,1915000,1
18971,5175000,1
18976,2187861,1
18980,1695000,1
18982,1920000,1
18984,1855000,1
18985,1985000,1
18986,2040000,1
18987,1665000,1
18989,2055000,1
18990,1680113,1
18991,1840000,1
18992,2000000,1
18994,1700000,1
18995,2045000,1
18996,1600000,1
18997,1810000,1
18998,1700000,1
18999,1610000,1
19000,2040000,1
19002,1795000,1
19003,1900000,1
19004,1700000,1
19005,1615000,1
19006,1936825,1
19007,1800000,1
19009,1850000,1
19010,1800000,1
19013,1830000,1
19016,1630000,1
19017,3400000,1
19018,2850000,1
19019,3450000,1
19020,1950000,1
19021,2875000,1
19022,3000000,1
19023,2315000,1
19024,1975000,1
19025,3600000,1
19026,2050000,1
19027,2105000,1
19028,3050000,1
19030,2050000,1
19032,2105000,1
19033,3715530,1
19034,2100000,1
19035,2115000,1
19036,3800000,1
19038,2115000,1
19039,1999000,1
19040,1625000,1
19042,1675000,1
19043,2120000,1
19044,1640000,1
19045,1695000,1
19046,2160000,1
19048,2980000,1
19051,2130000,1
19052,2230000,1
19054,3050000,1
19055,2250000,1
19059,2175000,1
19060,2285000,1
19064,4250000,1
19066,4950000,1
19089,1850000,1
19090,1925000,1
19091,2010000,1
19092,1930000,1
19094,1900000,1
19095,1900000,1
19107,2250000,1
19116,1613926,1
19117,2025000,1
19118,2617000,1
19119,1800000,1
19120,2600000,1
19121,1800000,1
19122,2580000,1
19123,2390000,1
19127,1950000,1
19128,4400000,1
19129,1795000,1
19142,1745000,1
19146,53375,0
19150,1875000,1
19151,2065215,1
19152,1775356,1
19153,2151766,1
19154,1805356,1
19155,1820000,1
19156,2095000,1
19158,1860356,1
19159,2103258,1
19160,1900356,1
19161,1940350,1
19162,2253258,1
19164,2995356,1
19165,6489396,1
19176,2850000,1
19182,2850000,1
19184,2505000,1
19185,2220000,1
19186,2169378,1
19189,280000,0
19190,280000,0
19200,455000,0
19210,315000,0
19211,360000,0
19212,385000,0
19213,300000,0
19214,290000,0
19216,275000,0
19223,355000,0
19224,287000,0
19227,335000,0
19231,432000,0
19232,320000,0
19233,250000,0
19274,1600000,1
19278,1645500,1
19279,1775000,1
19292,2025000,1
19293,1795000,1
19298,3650000,1
19318,390000,0
19346,3500000,1
19347,1680000,1
19349,1699000,1
19351,1750000,1
19370,1600000,1
19371,1700000,1
19390,1810000,1
19393,200000,0
19398,2100000,1
19402,1820000,1
19403,2500000,1
19404,2500000,1
19420,1685000,1
19425,1600000,1
19426,1720000,1
19427,200000,0
19429,1630000,1
19433,2060000,1
19438,2100000,1
19440,1590000,1
19445,1738000,1
19451,2350000,1
19452,2300000,1
19476,2100000,1
19477,1690000,1
19484,1680000,1
19490,1675000,1
19494,1730000,1
19500,3500000,1
19501,1600000,1
19503,1705000,1
19504,1710000,1
19506,1700000,1
19512,1580000,1
19517,1750000,1
19518,1650000,1
19524,335447,0
19525,1600000,1
19530,1750000,1
19568,2050000,1
19581,1600000,1
19599,1810000,1
19601,1975000,1
19606,1780000,1
19607,1730000,1
19610,1680000,1
19613,1838000,1
19617,1750000,1
19620,1793800,1
19621,1730000,1
19628,2100000,1
19633,2380000,1
19635,1600000,1
19646,1725000,1
19647,1630000,1
19648,2550000,1
19649,2200000,1
19677,2498000,1
19678,2498000,1
19681,1790000,1
19685,1850000,1
19690,465000,0
19691,435000,0
19694,4350000,1
19695,2850000,1
19697,1900000,1
19698,1600000,1
19707,72500,0
19708,72500,0
19716,295000,0
19734,350000,0
19747,435000,0
19768,431000,0
19781,350000,0
19786,300000,0
19805,420000,0
19819,451000,0
19827,128000,0
19836,200000,0
19838,289750,0
19840,200000,0
19843,400000,0
19851,458000,0
19853,380250,0
19856,435000,0
19865,428000,0
19870,2700000,1
19886,345000,0
19900,35000,0
19908,399000,0
19922,180000,0
19940,425000,0
19941,450000,0
19944,215000,0
19958,400000,0
19960,60000,0
19986,366000,0
20000,435878,0
20030,450000,0
20050,1700000,1
20072,380000,0
20081,450000,0
20093,40000,0
20120,372000,0
20121,399999,0
20134,400000,0
20141,394000,0
20182,247000,0
20239,450000,0
20246,343000,0
20255,395350,0
20260,450000,0
20292,350000,0
20314,230000,0
20319,280000,0
20340,4110000,1
20341,4110000,1
20342,4110000,1
20343,4110000,1
20344,4110000,1
20345,4110000,1
20349,1625000,1
20350,1625000,1
20356,140000,0
20359,285000,0
20360,180000,0
20362,385000,0
20368,325000,0
20369,325000,0
20388,2280000,1
20402,438097,0
20408,2300000,1
20416,2064000,1
20417,2833000,1
20444,390000,0
20445,365000,0
20447,300000,0
20448,365000,0
20449,335000,0
20450,365000,0
20451,375000,0
20452,300000,0
20453,180000,0
20454,391000,0
20455,388000,0
20456,365000,0
20457,310000,0
20458,294000,0
20459,225000,0
20461,300000,0
20464,290000,0
20465,68810,0
20466,370000,0
20468,206250,0
20469,340000,0
20470,303500,0
20471,299900,0
20472,355000,0
20474,385000,0
20475,299000,0
20476,303000,0
20477,302000,0
20478,370000,0
20481,395000,0
20482,349000,0
20483,356000,0
20484,365000,0
20486,340000,0
20498,2800000,1
20509,4300000,1
20512,2700000,1
20527,5400000,1
20529,3150000,1
20536,7500000,1
20537,4066307,1
20547,5680125,1
20567,7750000,1
20576,270000,0
20577,2000000,1
20578,2000000,1
20579,2000000,1
20580,4066307,1
20581,4066307,1
20585,2750000,1
20586,3200000,1
20594,2840000,1
20598,1600000,1
20599,2950000,1
20600,3300000,1
20602,3395000,1
20603,3100000,1
20613,2795000,1
20617,3500000,1
20623,1590000,1
20634,3000000,1
20635,2149000,1
20636,2305000,1
20639,2100000,1
20641,3225000,1
20643,3125000,1
20644,1650000,1
20645,2995000,1
20648,2227365,1
20661,2475000,1
20662,3420000,1
20665,430000,0
20666,435000,0
20667,1985025,1
20669,2795000,1
20675,1750000,1
20678,1823000,1
20681,2307000,1
20682,2800000,1
20684,1800000,1
20685,2025000,1
20688,2125000,1
20696,1600000,1
20700,2538000,1
20703,2125000,1
20707,1750000,1
20721,1755000,1
20725,375000,0
20736,1825000,1
20738,2475000,1
20742,400000,0
20746,1710000,1
20749,2000000,1
20767,3350000,1
20768,1700000,1
20786,1815000,1
20807,1900000,1
20808,1575000,1
20809,1600000,1
20810,1795000,1
20824,1790000,1
20838,1865000,1
20841,282246,0
20842,310000,0
20843,6700000,1
20844,6612244,1
20845,4250000,1
20847,5205000,1
20848,1975000,1
20852,339000,0
20854,3500000,1
20872,2075000,1
20878,4750000,1
20879,2582620,1
20883,2101000,1
20884,7400000,1
20889,3990000,1
20890,8250000,1
20891,8800000,1
20901,435006,0
20902,419000,0
20904,416000,0
20908,341000,0
20915,360000,0
20920,315000,0
20927,263000,0
20931,465000,0
20935,455000,0
20936,450000,0
20939,420000,0
20942,439000,0
20946,430000,0
20947,250000,0
20949,413000,0
20951,389000,0
20956,400000,0
20957,435000,0
20958,310000,0
20962,232000,0
20963,242000,0
20964,320000,0
20965,200000,0
20966,189000,0
20967,240000,0
20968,160000,0
20975,295000,0
20979,283000,0
20981,455000,0
20982,365000,0
20986,190000,0
20987,250000,0
20988,261000,0
20989,390000,0
20990,440000,0
20993,340000,0
20994,400000,0
20995,375000,0
20998,399000,0
20999,205000,0
21000,327000,0
21011,320000,0
21012,415000,0
21032,440000,0
21044,445000,0
21054,399000,0
21058,388000,0
21062,459000,0
21063,405000,0
21064,465000,0
21065,415000,0
21066,395460,0
21068,404586,0
21071,432500,0
21093,395000,0
21096,389000,0
21113,390000,0
21114,354900,0
21116,425000,0
21117,425880,0
21131,1850000,1
21132,5000000,1
21133,1635000,1
21134,3300000,1
21135,3300000,1
21147,425000,0
21161,4925000,1
21162,4925000,1
21172,360000,0
21173,1800000,1
21177,380000,0
21216,369000,0
21219,50000,0
21221,380000,0
21235,444302,0
21239,100000,0
21247,390000,0
21250,445000,0
21274,248000,0
21277,351000,0
21288,434000,0
21296,365750,0
21299,450000,0
21305,114973,0
21307,278864,0
21310,90000,0
21316,450000,0
21320,50000,0
21322,250000,0
21326,360000,0
21329,450000,0
21349,299250,0
21360,259712,0
21382,425000,0
21384,173791,0
21402,375000,0
21405,405000,0
21407,400000,0
21438,400000,0
21461,435000,0
21476,460000,0
21485,250000,0
21488,400000,0
21492,398000,0
21503,285000,0
21540,420000,0
21610,415000,0
21615,450000,0
21625,128110,0
21629,5000000,1
21630,5000000,1
21657,1850000,1
21660,340000,0
21671,300000,0
21673,60500,0
21701,70000,0
